comment,todaysWgt,sirename,racetime,record_1,L2comment,L5lbw,L1sp,L2racecourse,ClassL3,ClassL2,ClassL1,raceclass,L2pos,ClassL5,ClassL4,L4going,racecourse,L1dist,diomed,horsenumber,pedigreecomment,pmL3,pedstats,L5sp,sirecomment,L2raceoutcome,record_2_stats,L3dist,L3comment,timestamp,L5ran,L1going,L1pos,L4lbw,racepm,L3sp,record_3_stats,Family,L3pos,L3ran,L1raceoutcome,L1comment,CD,record_4_stats,L5comment,L5going,L4pos,record_1_stats,L5raceoutcome,DI,L3going,L2lbw,todaysWgt_dec,L2dist,L4dist,L1racecourse,WGTL3,WGTL2,WGTL1,racedate,record_5_stats,WGTL5,WGTL4,rpOR,L1lbw,dayssincelastrun,rpTS,racegoing,L3raceoutcome,racename,rpRPR,L4ran,L2ran,L1ran,L2going,L4sp,Pedprizemoney,pmL5,pmL4,L5pos,barrier,pmL2,L3lbw,record_4,record_5,record_2,record_3,L5dist,racedistance,horsename,L4comment,L3racecourse,hage,L2sp,bestodds,L4raceoutcome,pmL1,L4racecourse,L5racecourse
Exposed and stamina to prove on this first attempt at 7f,,,6:15,Flat Turf,"steadied after start, held up in last pair, ridden and effort over 1f out, no impression until stayed on well inside final furlong, never troubled leaders",6¼,5.0,Cfd,C42yHc 3K,C43yHc 5K,C53yHc 2K,  £10 Free Bet At 32RedSport.com Handicap  (CLASS 5) (3yo 0-70) ,6,C22y 9K,C62yMdAc 2K,St,Kempton (AW),6.0,"  Medicean Bliss could build on her Wolverhampton maiden win but preference is for SIR HENRY RAEBURN , who has been gelded since his last run and looks fairly treated judged on his third in a Newmarket maiden that is working out well. Shipwright has yet to prove he´s effective on sand but last year´s turf form suggests he may be on a lenient mark. ",3,,3K,,7.0,"fair 2yo, later top-class over 5f, good sire, capable of siring fast, precocious 2yos, & sprinters",6/7 (40.5L Blue Aegean 9-7) b 12/1,": :8:1:0:2:£2,264:£6,130: 65 : 71 : 70",6.0,"made most, sent for home over 2f out, driven over 1f out, headed and faded last 75yds",2015-04-08 10:04:25.038944,5,St,6,,4K,1.0,": :14:1:1:2:£2,264:£8,630: - : - : -",,3,7,6/8 (5L Subversive 9-4) b 14/1,"soon outpaced, ridden over 1f out, never on terms",,,"chased leader 2f, remained handy, ridden over 1f out, no extra final furlong",St,1,": :6:0:1:0:£0:£2,500: 51 : 70 : 70",4/5 (60.25L Portamento 9-0) b1 66/1,,St,4½,,5.0,6.0,Wol,8-9,8-11,9-4,2015-04-08,,9-0,8-13,70,5,20,72,Std,3/7 (0.75L Lackaday 9-1) b 10/1,  £10 Free Bet At 32RedSport.com Handicap  (CLASS 5) (3yo 0-70) ,78,5,7,8,St,1.0,,9K,2K,4,8,5K,¾,,,All-weather,Rules Races,5.0,7.0,JIMMY´S HALL,"chased leader, ridden over 2f out, stayed on under pressure to lead near finish",Lin,3,3.0,,1/5 (nk Come Uppence 9-0) b 11/2,2K,Wol,Wol
Likely to figure if a recent maiden win has boosted his confidence,,,6:45,Flat Turf,"led 3f, led again 2f out, soon ridden and headed, no extra inside final furlong",6¾,1.0,Wol,C42yHc 6K,C52yMdAc 2K,C63yMdAc 2K,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,3,C62yMdAc 2K,C52yHc 3K,Gd,Kempton (AW),8.0,"  RAIN WIND AND FIRE makes most appeal as he can be expected to improve on his successful debut at Lingfield in February. All bar Jaganory can be given a realistic chance with the biggest threat possibly coming from Lear´s Rock , who may gain some confidence from putting his head in front at the seventh attempt last time. ",5,,6K,,5.0,"won 7 Group 1s at 2-3, from 7f to 1m, capable of siring high-class 2yos, progeny also progress well",3/9 (60.25L Silver Rainbow 8-9) 9/4,": :3:1:0:1:£2,588:£3,141: 64 : 75 : 75",8.0,"took keen hold, led and crossed to inside rail after 1f, clear halfway, ridden over 1f out, headed inside final furlong, kept on same pace",2015-04-08 10:04:24.944526,11,St,1,½,4K,4.0,": :7:1:2:1:£2,588:£6,422: - : - : -",,2,6,1/8 (10.5L Mystical Spirit 9-5) EvensF,"led 1f, tracked leading pair soon after, challenged on inner and ridden to lead just over 1f out, driven out and stayed on",,,"held up, headway over 2f out, ridden over 1f out, not trouble leaders",St,2,": :4:0:2:0:£0:£3,281: 72 : 75 : 75",4/11 (60.75L Runner Runner 8-10) 4/1,,Gd,6¼,,7.0,7.0,Lin,8-9,9-1,9-5,2015-04-08,,9-1,9-0,75,1½,47,78,Std,2/6 (1L Laidback Romeo 8-12) 3/1,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,89,13,9,8,St,5.0,,2K,3K,4,2,2K,1,,,All-weather,Rules Races,7.0,7.0,LEAR´S ROCK,"always prominent, ridden over 2f out, drifted left, led over 1f out, kept on until no extra when headed final 75yds",Rip,3,3.0,,2/13 (0.5L Rosalie Bonheur 8-11) 14/1,2K,Sal,Wol
Improved on a fair debut latest and doesn´t need to find a great deal to be involved,,,5:45,All-weather,"started slowly, held up in last pair, ridden and progress from 2f out, no headway final furlong",,9.0,Kem,,C5Md 2K,C5Md 3K,  Family Fun Here On 04.05.15 Median Auction Maiden Stakes  (CLASS 6) (3-5yo) ,7,,,,Kempton (AW),8.0,"  ARC CARA is the one to beat judged on his debut fifth in a decent Newmarket maiden last term. He may have needed his reappearance over C&D last time and looks set to open his account if he has derived some benefit from that outing. If improving for a gelding operation, Secret Journey looks like the biggest danger. ",8,(CLOSE),,,,"tough, Gr1-winning 2yo from high-class family, by Giant's Causeway; good start with first crops",7/12 (60.75L Hollie Point 8-8) 33/1,: :2:0:0:0:£0:£0: - : - : -,,,2015-04-08 10:04:25.103060,,St,6,,3K,,,,,,6/10 (4L No Delusion 8-2) 8/1,"in touch in midfield, driven and unable to quicken over 1f out, weakened inside final furlong",,,,,,: :2:0:0:0:£0:£0: 13 : 64 : -,,,,6¾,,7.0,,Lin,,8-11,8-5,2015-04-08,,,,0,4,39,32,Std,,  Family Fun Here On 04.05.15 Median Auction Maiden Stakes  (CLASS 6) (3-5yo) ,83,,12,10,St,,,,,,8,2K,,,,Rules Races,,,7.0,INVADE,,,3,4.0,,,3K,,
Ran fairly well over 5f on soft on Sunday but more effective over 6f.,,,5:20,Flat Turf,soon outpaced,7½,1.0,Wol,C6Hc 1K,C6Hc 2K,C6Hc 3K,  Racing Again 22nd April Apprentice Handicap  (CLASS 6) (4yo+ 0-65) ,9,C6Hc 1K,C6Hc 2K,Sf,Catterick,5.0," The most appealing option in an uncompetitive finale is SIR GEOFFREY , who won off a higher mark over C&D last season and was placed on Fibresand last month. ",9,Owner: Future Racing (Notts) Limited(CLOSE),1K,"(GB) br. G, 2009 {16-f} DP = 1-0-5-0-0 (6)  DI = 1.40  CD = 0.33",1.0,"high-class 6-7f 2yo, won Coventry Stakes, from top family, died 2008; fair start with first 2yos",9/9 (140.5L Trending 9-4) v 25/1,": :43:3:4:6:£5,840:£9,962: 55 : 62 : 54",5.0,"slowly into stride, in rear, behind when eased closing stages",2015-04-08 10:04:25.164517,18,Sf,4,1½,3K,1.0,": :90:9:9:10:£18,875:£28,032: - : - : -",,4,14,4/7 (20.5L Windforpower 9-8) v 11/2,"soon outpaced and driven along, headway over 1f out, kept on final furlong, never able to challenge",0.33,,"in touch in midfield, pushed along and no headway over 1f out, weakened inside final furlong",Gd,2,": :47:6:5:4:£13,035:£18,070: 60 : 65 : 59",12/18 (70.5L Another Royal 8-13) v 20/1,1.40,GS,14½,,5.0,6.0,Mus,9-1,9-4,9-3,2015-04-08,,8-9,9-3,59,2½,3,67,GS,14/14 (160.5L Rambo Will 9-5) v 11/2,  Racing Again 22nd April Apprentice Handicap  (CLASS 6) (4yo+ 0-65) ,77,20,9,7,St,1.0,,1K,2K,2,2,2K,16½,,,All-weather,Rules Races,6.0,5.0,LORD BUFFHEAD,"led, headed over 3f out, ridden to lead again over 1f out, headed inside final furlong, one pace",Not,6,6.0,,2/20 (10.5L Ad Vitam 9-3) v 20/1,3K,Red,Red
Not disgraced on his debut but tailed off latest and something to prove,,,5:45,All-weather,"ran green in last quartet, headway 1f out, stayed on well final 150yds, never troubled leaders",,5.0,Kem,,C52yMd 3K,C52yMd 2K,  Family Fun Here On 04.05.15 Median Auction Maiden Stakes  (CLASS 6) (3-5yo) ,7,,,,Kempton (AW),7.0,"  ARC CARA is the one to beat judged on his debut fifth in a decent Newmarket maiden last term. He may have needed his reappearance over C&D last time and looks set to open his account if he has derived some benefit from that outing. If improving for a gelding operation, Secret Journey looks like the biggest danger. ",4,Breeder: National Stud Ltd  D R C Elsworth(CLOSE),,"(GB) ch. G, 2012 {5-e} DP = 5-0-3-0-0 (8)  DI = 4.33  CD = 1.25",,"top-class 2yo at 6f, capable of siring precocious 2yos, good record with sprinters",7/12 (60.75L Nuno Tristan 9-5) 20/1,: :2:0:0:0:£0:£0: - : - : -,,,2015-04-08 10:04:25.095570,,St,9,,3K,,,,,,9/9 (37L Danseur Noble 9-5) 9/2,"close up, hung right home turn, soon ridden and weakened",1.25,,,,,: :2:0:0:0:£0:£0: 22 : 60 : -,,4.33,,6¾,,6.0,,Sth,,9-0,9-0,2015-04-08,,,,0,37,111,36,Std,,  Family Fun Here On 04.05.15 Median Auction Maiden Stakes  (CLASS 6) (3-5yo) ,74,,12,9,St,,,,,,3,3K,,,,Rules Races,,,7.0,MOVING UPWARDS,,,3,1.0,,,2K,,
Leading contender if improving on February´s debut Lingfield win,,,6:45,All-weather,,,2.0,,,,C5Md 3K,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,,,,,Kempton (AW),7.0,"  RAIN WIND AND FIRE makes most appeal as he can be expected to improve on his successful debut at Lingfield in February. All bar Jaganory can be given a realistic chance with the biggest threat possibly coming from Lear´s Rock , who may gain some confidence from putting his head in front at the seventh attempt last time. ",6,"Breeder: Judy Hicks, Kathryn Nikkel  Sanford RobertsonState Bred: KYFoaled April 26, 2012.(CLOSE)",,"(USA) ch. C, 2012 {4-n} DP = 4-0-14-0-0 (18)  DI = 1.57  CD = 0.44",,"easy Gr1 winner in curtailed 3yo career, also high-class at 2, 1/2 to Balmont; first 3yos 2015",,": :1:1:0:0:£3,235:£3,235: - : - : -",,,2015-04-08 10:04:24.946217,,St,1,,4K,,,,,,1/8 (0.75L Moonfaarid 9-13) 7/4,"soon tracked leader, shaken up to challenge 2f out, led just inside final furlong, ridden to assert last 100yds",0.44,,,,,": :1:1:0:0:£3,235:£3,235: 41 : 73 : 75",,1.57,,,,,,Lin,,,8-10,2015-04-08,,,,75,¾,43,55,Std,,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,91,,,8,,,,,,,3,,,,,Rules Races,,,7.0,RAIN WIND AND FIRE,,,3,,,,3K,,
Looks exposed and open to less improvement than his rivals,,,6:45,Flat Turf,"broke well, steadied back and held up in midfield, effort over 1f out, driven and some headway inside final furlong, no impression final 75yds",5,1.0,Lin,C52yHc 2K,C53yCl 3K,C43yHc 4K,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,6,C32yHc 6K,C22yHc 8K,St,Kempton (AW),7.0,"  RAIN WIND AND FIRE makes most appeal as he can be expected to improve on his successful debut at Lingfield in February. All bar Jaganory can be given a realistic chance with the biggest threat possibly coming from Lear´s Rock , who may gain some confidence from putting his head in front at the seventh attempt last time. ",4,"Owner: Wayne Clifford  Breeder: Canice Farrell Jnr Winnings: 3 Starts: 1 - 1 - 0, £3,681 in GBUpdated 21 Jun 2014(CLOSE)",2K,"(IRE) b. C, 2012 {5-g} DP = 3-2-7-0-0 (12)  DI = 2.43  CD = 0.67 - 3 Starts, 1 Wins, 1 Places, 0 Shows   £3,681 in GB",6.0,"highly talented colt, multiple G1 winner over middle distances; sire of Captain Cat & Pether's Moon",6/10 (3L Crystalin 8-11) EvensF,": :7:0:1:2:£0:£2,975: 65 : 74 : 72",7.0,"broke fast, led, ridden and went left 2f out, driven and headed over 1f out, no extra inside final furlong",2015-04-08 10:04:24.942681,6,St,3,11½,4K,5.0,: :1:0:0:0:£0:£0: 27 : 60 : 72,,4,7,3/5 (20.75L Dark War 9-0) 20/1,"led 1f, stayed prominent, chased winner over 2f out to over 1f out, one pace",0.67,": :11:1:2:3:£2,911:£7,137: - : - : -","led, ridden and headed 2f out, outpaced from over 1f out",St,5,": :4:1:1:1:£2,911:£4,162: 53 : 73 : 72",3/6 (5L Four Seasons 9-5) 25/1,2.43,St,3,,7.0,6.0,Kem,9-7,9-3,9-0,2015-04-08,,8-9,8-7,72,2¾,21,74,Std,4/7 (20.5L Gleaming Girl 8-11) 14/1,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,87,6,10,5,St,1.0,,6K,8K,3,1,3K,2½,Rules Races,,All-weather,Stakes,7.0,7.0,JAGANORY,"chased leader, ridden over 2f out, weakened over 1f out",Kem,3,1.0,,5/6 (110.5L Ticks The Boxes 9-1) 10/1,4K,Wol,Kem
Steps up in trip after landing 5f maiden last October but still respected,,,6:45,Flat Turf,"in touch, effort over 2f out, one pace approaching final furlong",,8.0,Nby,C52yMd 2K,C42yMd 6K,C42yMd 4K,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,6,,,,Kempton (AW),5.0,"  RAIN WIND AND FIRE makes most appeal as he can be expected to improve on his successful debut at Lingfield in February. All bar Jaganory can be given a realistic chance with the biggest threat possibly coming from Lear´s Rock , who may gain some confidence from putting his head in front at the seventh attempt last time. ",1,(CLOSE),2K,,,"smart 6-7f 3-5yo, closely related to Invincible Spirit; excellent source of early 2yos",6/19 (50.75L Desert Force 9-5) 100/1,": :3:1:0:0:£4,528:£4,528: - : - : -",6.0,"in touch in midfield, about 7th halfway, shaken up and steadily lost place from over 2f out",2015-04-08 10:04:24.936450,,GS,1,,4K,4.0,,,3,16,1/11 (hd Magical Daze 9-0) 7/1,"went right leaving stalls, mid-division, ridden over 2f out, headway over 1f out, kept on well to lead close home",,,,,,": :3:1:0:0:£4,528:£4,528: 68 : 73 : 72",,,GF,5¾,,6.0,,Bat,9-5,9-5,9-5,2015-04-08,,,,72,,171,0,Std,13/16 (13L Heartbreak Hero 9-5) 33/1,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,87,,19,11,GS,,,,,,7,6K,13,,,Rules Races,,,7.0,COMMODORE,,Wdr,3,1.0,,,4K,,
Possibilities if the gelding operation extracts improvement,,,6:45,Flat Turf,"broke fast, led, ridden over 2f out, soon headed, no extra and beaten over 1f out, weakened inside final furlong",9¾,1.0,Eps,C22yHc 12K,C52yHc 4K,C42yHc 7K,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,5,C42yMd 3K,C52yMd 2K,GF,Kempton (AW),7.0,"  RAIN WIND AND FIRE makes most appeal as he can be expected to improve on his successful debut at Lingfield in February. All bar Jaganory can be given a realistic chance with the biggest threat possibly coming from Lear´s Rock , who may gain some confidence from putting his head in front at the seventh attempt last time. ",3,"Winnings: 64 Starts: 6 - 4 - 12, $2,690(CLOSE)",12K,,7.0,"high-class multiple winning sprinter at 2 & 4, excellent source of precocious and speedy 2yos",5/6 (7L Jumeirah Glory 9-3) 9/2,": :5:1:0:1:£2,911:£3,969: - : - : -",7.0,"took keen hold, held up in touch in midfield, lost place and pushed right 2f out, soon beaten, eased inside final furlong",2015-04-08 10:04:24.940768,12,Gd,3,¾,4K,9.0,,,8,9,3/7 (30.25L Fieldsman 9-7) 20/1,"chased leader until well over 1f out, 3rd and kept on same pace under pressure after",,,"tracked leaders, ridden, edged right and weakened over 1f out",GF,1,": :5:1:0:1:£2,911:£3,969: 60 : 75 : 73",7/12 (90.75L Epithet 9-5) 16/1,,GF,7,,7.0,6.0,Eps,9-4,9-7,8-10,2015-04-08,,9-5,9-5,73,3¼,192,0,Std,8/9 (14L Grigolo 8-8) 8/1,  32Red Casino Classified Stakes  (CLASS 5) (3yo 0-75) ,89,9,6,7,Sf,4.0,,3K,2K,7,6,4K,14,,,Rules Races,,6.0,7.0,GUIDING LIGHT,"with leader, led 2f out, joined entering final furlong, soon edged right under pressure, asserted final 50yds",Goo,3,5.0,,1/9 (0.75L La Estatua 9-0) 7/2,7K,Chp,Nmk
Three wins since the autumn but needs step up in trip to unlock more improvement.,,,8:15,Flat Turf,"tracked leader 3f, stayed close up, nipped through on inner to lead over 2f out, driven over 1f out, held on well",¾,5.0,Lin,C23y 12K,C43yHc 4K,C33yHc 7K,  32Red.com Handicap  (CLASS 3) (3yo 0-90) ,1,C52yHc 3K,C52yNv 2K,St,Kempton (AW),8.0, Some guesswork is required to predict which of the three maiden winners has been allotted the most favourable handicap mark but PROCESS gained his victory here and the form has been boosted by the runner-up. ,2,"State Bred: TX Winnings: 30 Starts: 1 - 5 - 6, $22,316(CLOSE)",12K,,3.0,"smart 12f colt at 3-4 in Fr, later G1 winner in US/Canada, brother to Dansili; good young sire",1/4 (0.5L Steady Major 9-2) 6/1,": :10:3:2:0:£9,315:£12,611: 67 : 86 : 85",8.0,"took keen hold early, held up in last pair, effort over 1f out, outpaced and drifting right 1f out, soon weakened",2015-04-08 10:04:24.773421,8,St,4,1,11K,7.0,": :12:3:2:0:£9,315:£12,611: - : - : -",,4,5,4/6 (7L Festive Fare 8-11) 14/1,"held up and soon in 5th, ridden over 2f out, no progress",,,"held up and soon in last pair, ridden and progress from 2f out, took 2nd inside final furlong and closed on winner, no impression last 50yds",St,1,: :2:0:0:0:£0:£0: 45 : 63 : 85,2/8 (0.75L Thanksgiving Day 9-4) 12/1,,St,½,,0.0,8.0,Kem,9-3,9-7,8-12,2015-04-08,,9-5,9-4,85,7,49,72,Std,4/5 (80.5L Tempus Temporis 9-3) 16/1,  32Red.com Handicap  (CLASS 3) (3yo 0-90) ,93,6,4,6,St,7.0,,3K,2K,2,2,4K,8½,,,All-weather,Rules Races,8.0,12.0,PRINCE OF PARIS,"chased leaders, ridden 5f out, close enough in 3rd and driven 2f out, stayed on to lead final 100yds, ridden out",Cfd,3,7.0,,1/6 (1L Percy Alleline 9-7) 6/1,7K,Lin,Kem
Just 1lb above last winning mark but will need very strong pace to chase over this trip.,,,5:20,Flat Turf,"led until over 2f out, driven and lost 2nd over 1f out, weakened final furlong",11½,5.0,Cfd,C6Hc 2K,C5Hc 3K,C5Hc 3K,  Racing Again 22nd April Apprentice Handicap  (CLASS 6) (4yo+ 0-65) ,9,C6Hc 2K,C6Hc 2K,St,Catterick,6.0," The most appealing option in an uncompetitive finale is SIR GEOFFREY , who won off a higher mark over C&D last season and was placed on Fibresand last month. ",6,Owner: Pearl Bloodstock Ltd(CLOSE),2K,"(GB) b. C, 2008 {10-c} DP = 1-0-1-0-0 (2)  DI = 3.00  CD = 1.00",7.0,"high-class multiple winning sprinter at 2 & 4, excellent source of precocious and speedy 2yos",9/12 (60.5L Oriental Relation 9-7) p 20/1,": :23:3:3:0:£8,927:£11,815: 82 : 88 : 61",6.0,"close up, ridden over 2f out, every chance until over 1f out and kept on one pace",2015-04-08 10:04:25.157302,9,St,5,,3K,5.0,: :1:0:0:0:£0:£0: 41 : 51 : 61,,4,7,5/12 (80.75L Colourbearer 9-5) p 14/1,"towards rear, ridden along well over 2f out, never dangerous",1.00,": :60:8:6:2:£31,653:£39,768: - : - : -","prominent, ridden along well over 2f out, soon driven and weakened",St,1,": :37:5:3:2:£22,726:£27,954: 89 : 92 : 61",6/9 (110.5L Amenable 9-6) 16/1,3.00,St,6½,,6.0,6.0,Sth,9-10,8-9,8-12,2015-04-08,,9-2,9-7,61,8¾,22,74,GS,4/7 (30.75L Risk 'N' Reward 9-8) p 9/2,  Racing Again 22nd April Apprentice Handicap  (CLASS 6) (4yo+ 0-65) ,79,9,12,12,St,6.0,,2K,2K,6,12,3K,3¾,Rules Races,,All-weather,Stakes,7.0,5.0,CADEAUX PEARL,"close up, ridden 2f out and soon challenged, driven over 1f out, kept on under pressure final furlong to lead on post",Sth,7,1.0,,1/9 (nse Very First Blade 8-11) p 5/1,3K,Sth,Sth
Ready winner of steadily run 1m3f course maiden on last month´s debut.,,,8:15,All-weather,,,3.0,,,,C5Md 2K,  32Red.com Handicap  (CLASS 3) (3yo 0-90) ,,,,,Kempton (AW),1.0, Some guesswork is required to predict which of the three maiden winners has been allotted the most favourable handicap mark but PROCESS gained his victory here and the form has been boosted by the runner-up. ,1,State Bred: FL(CLOSE),,,,"top-class at 10-12f, half-brother to Nashwan; gets 2yo winners from summer, progeny progress",,": :1:1:0:0:£2,911:£2,911: - : - : -",,,2015-04-08 10:04:24.771293,,St,1,,11K,,,,,,1/9 (10.75L Aussie Andre 9-13) 12/1,"tracked leading trio, shaken up 2f out, led over 1f out, well in command final furlong, pushed out, readily",,,,,,": :1:1:0:0:£2,911:£2,911: 17 : 81 : 85",,,,,,,,Kem,,,8-7,2015-04-08,,,,85,1¾,14,24,Std,,  32Red.com Handicap  (CLASS 3) (3yo 0-90) ,92,,,9,,,,,,,4,,,,,Rules Races,,,12.0,PROCESS,,,3,,,,2K,,
Fair fifth over 9.4f latest but will have to settle better to get home here,,,7:45,Flat Turf,"held up, ridden over 2f out, one pace and never threatened",19,4.0,Wol,C62yHc 2K,C62yHc 2K,C62yHc 2K,  Racing UK iPad App Handicap  (Div II)  (CLASS 6) (3yo 0-60) ,7,C52yMd 2K,C52yMdAc 2K,GF,Kempton (AW),5.0," This looks the trickier of the two divisions as quite a few of these are stepping up substantially in trip. The vote goes to FIT THE BILL whose pedigree suggests he should appreciate the extra yardage on his handicap debut. Rokbaan shaped as if much further would suit when fifth over 1m here last time, while Bollywood Dream has proved her stamina. ",9,(CLOSE),2K,,1.0,"smart 12f colt at 3-4 in Fr, later G1 winner in US/Canada, brother to Dansili; good young sire",7/13 (90.25L Mikandy 9-5) p 25/1,: :4:0:0:0:£0:£0: 23 : 43 : 43,5.0,"held up, headway on outer over 6f out, ridden over 3f out, weakened inside final furlong",2015-04-08 10:04:24.646871,9,St,5,7¼,3K,7.0,: :7:0:0:0:£0:£0: - : - : -,,8,12,5/13 (60.5L Duc De Seville 9-1) p 33/1,"prominent, raced keenly, ridden over 1f out, no extra final furlong",,,"held up towards rear, some headway on outer halfway, ridden and beaten over 2f out, soon weakened",St,8,: :3:0:0:0:£0:£0: 24 : 52 : 43,9/9 (19L Who'Sthedude 9-5) p 100/1,,St,9¼,,5.0,5.0,Wol,8-12,8-7,8-5,2015-04-08,,9-5,8-11,45,6½,117,44,Std,8/12 (120.5L Master Zephyr 9-5) p 66/1,  Racing UK iPad App Handicap  (Div II)  (CLASS 6) (3yo 0-60) ,64,10,13,13,St,1.0,,2K,2K,9,5,2K,12½,,,All-weather,Rules Races,8.0,11.0,AVENUE DES CHAMPS,"soon led, pushed along and headed over 3f out, ridden over 2f out and soon weakened",Wol,3,6.0,,8/10 (70.25L Frantical 8-11) p 100/1,2K,Not,Kem
Indicated when fifth over 1m latest that today´s trip could suit,,,7:45,All-weather,"soon pushed along on inner, behind from over 3f out",,4.0,Sth,C53yMd 3K,C5Md 3K,C63yHc 2K,  Racing UK iPad App Handicap  (Div II)  (CLASS 6) (3yo 0-60) ,2,,C52yMd 2K,St,Kempton (AW),8.0," This looks the trickier of the two divisions as quite a few of these are stepping up substantially in trip. The vote goes to FIT THE BILL whose pedigree suggests he should appreciate the extra yardage on his handicap debut. Rokbaan shaped as if much further would suit when fifth over 1m here last time, while Bollywood Dream has proved her stamina. ",7,(CLOSE),3K,,,"useful 3yo sprinter, from good family; good source of 2yo winners, some very precocious",12/12 (44L Ian's Memory 9-13) 33/1,: :4:0:0:0:£0:£0: - : - : -,7.0,"prominent, ridden over 2f out, weakened over 1f out",2015-04-08 10:04:24.642238,,St,5,23,3K,7.0,,,5,12,5/13 (50.25L Clampdown 9-7) 33/1,"towards rear, ridden over 2f out, no progress over 1f out, kept on inside final furlong, nearest finish",,,,,3,: :4:0:0:0:£0:£0: 41 : 52 : 52,,,St,44,,8.0,7.0,Kem,9-5,8-7,9-2,2015-04-08,,,9-5,52,5¼,14,56,Std,5/12 (12L Harry Hurricane 9-5) 16/1,  Racing UK iPad App Handicap  (Div II)  (CLASS 6) (3yo 0-60) ,67,14,12,13,St,1.0,,,2K,,1,3K,12,,,Rules Races,,,11.0,ROKBAAN,"in touch in midfield, ridden halfway, lost place under pressure over 2f out, no chance after",Wol,3,4.0,,13/14 (23L Strong Chemistry 9-5) 10/1,2K,Kem,
